country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curazao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saint Barthelemy,"Saint Helena, Ascension, and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
Sudan,4448.4,3284.3,3406.5,17828.1,4292.0,2990.5,9915.3,9812.9,11220.4,3346.3,10787.8,11965.7,4110.0,3468.1,11130.7,2580.8,6427.0,9670.7,4535.5,4783.9,12518.3,3072.0,9717.0,6438.5,10809.7,10615.4,3644.9,3939.3,9537.9,5073.6,10071.7,9312.1,3341.9,3452.2,1795.8,8087.7,2048.9,11367.1,5842.3,11643.8,1230.2,1272.4,11892.0,7748.2,8729.0,7862.5,11471.9,3123.9,18610.9,12318.6,3959.2,3846.9,11296.0,10694.8,2487.2,4314.2,2090.1,5133.8,1350.4,9809.2,10626.7,12059.7,1546.4,12697.7,2524.7,1064.4,5093.8,4359.4,1195.3,11103.4,6195.9,16695.5,5457.8,4538.2,19469.6,7881.0,2550.9,4929.3,3502.5,4608.0,3461.3,4390.0,3019.8,8056.0,9911.8,12250.5,12748.9,5046.4,4363.9,4932.9,9806.5,10834.5,12374.9,8861.5,3932.4,6879.8,5249.3,9354.1,3227.4,2637.4,5630.0,5504.8,2069.0,3641.5,11368.1,10737.1,5003.2,2057.8,5167.2,1658.7,17694.7,3416.4,2549.5,5335.3,7707.4,4907.5,2394.4,4704.2,4404.3,2017.1,4264.3,4725.9,4650.9,8807.8,3946.9,2923.3,7936.4,4851.2,3707.6,3009.3,15179.6,4463.1,4738.3,13487.5,13064.2,3834.4,4059.3,7733.1,3469.2,9861.4,4345.9,3535.6,7009.1,4163.5,15068.5,5825.0,4893.2,15213.9,15386.1,12358.6,2433.6,2390.4,17777.2,15314.0,9702.2,3290.2,12161.9,5575.0,2892.2,4460.0,11373.4,2175.3,12046.5,12743.2,10442.0,11882.0,9868.4,17337.2,4444.6,4780.3,10277.0,2597.5,2149.3,3700.5,7967.6,1637.5,9899.4,5992.7,9907.7,9805.0,9918.1,8711.1,9860.3,17615.9,3840.4,2958.3,1985.9,4828.4,3563.7,3402.4,4615.7,8205.2,9918.4,4087.4,3958.7,14565.8,1951.9,4867.5,9849.3,672.8,4508.2,5555.6,0.0,9515.0,5331.5,4290.2,2586.4,9523.5,4958.5,2188.7,7605.2,10826.8,3247.1,17585.1,17177.6,9910.1,3131.4,2934.2,4088.0,10700.2,16411.3,10100.2,1291.1,3939.1,2754.4,5541.6,12112.6,10402.5,4592.0,15363.3,10593.7,8410.3,17069.6,1996.7,2886.9,3527.8
Suriname,12792.4,8569.9,6653.5,12723.7,7104.6,8351.8,1758.2,1584.3,4751.9,10670.4,1805.4,17423.6,8236.0,10881.2,3269.5,11481.3,15266.6,1096.2,9261.7,7621.9,3835.4,6472.7,3273.5,15014.2,2385.1,1625.6,8405.7,9227.8,2058.2,14256.9,1858.2,18632.2,9022.9,6063.0,9594.7,17242.0,7579.0,7296.3,3748.3,3174.6,8529.8,8268.1,4672.4,15146.8,17889.8,16913.5,2029.4,11184.1,11599.5,3129.9,5603.0,8233.0,3052.9,1694.2,9715.2,8354.5,8696.6,8153.7,10865.3,1399.8,2247.7,2545.6,9505.7,3771.2,7374.0,10526.8,9116.7,9959.0,10663.9,6183.0,7598.9,13822.6,9192.1,7294.6,10506.2,12835.0,7542.1,4595.6,10488.8,8044.7,6102.7,6289.1,8689.2,7585.2,1108.4,17026.4,3966.1,7112.7,5158.7,4582.7,338.5,2428.7,3537.5,16905.0,8598.1,7381.7,14416.0,18864.2,11611.9,10676.4,6994.3,7249.0,9875.2,7955.1,2798.9,15322.9,7129.8,10011.4,12039.7,10455.8,12563.1,8647.2,11105.4,12960.1,16491.7,9073.9,9947.3,9674.2,5172.1,8153.4,7860.1,9010.0,7706.9,16903.9,11514.9,10152.4,17426.9,14336.3,5866.4,7995.7,14649.9,5228.0,12626.7,5448.7,16824.2,9268.5,7595.4,14043.7,8524.0,1570.0,5962.1,10319.2,15840.2,8608.0,15244.7,14456.8,7740.1,15150.2,13501.2,3358.5,7140.8,7171.3,12665.2,14618.4,15090.1,8706.1,16694.4,8253.4,12108.8,13092.8,18290.6,9904.3,2785.7,17805.5,3038.3,2557.4,18130.9,8332.5,8651.1,6207.5,1956.2,11547.5,8005.5,9001.3,12572.5,9578.4,1715.1,5869.0,1659.3,1231.5,1743.4,4767.5,1157.5,12939.0,7993.9,6979.2,10965.8,4706.9,8671.9,12437.9,4920.0,17718.8,1739.9,8635.8,8239.3,15989.0,11331.3,9181.7,15577.8,9672.8,6604.1,15063.4,9515.0,0.0,8783.4,7752.4,10224.8,16931.7,12836.7,10167.5,16676.5,19426.0,6307.4,12923.8,13195.7,943.2,7522.0,9850.2,11906.0,2602.0,14081.7,1864.5,9821.6,9478.2,11855.3,7374.9,5463.2,4033.3,12201.9,15160.3,1203.2,17380.5,13484.3,11453.4,9454.0,9651.9
Sweden,4564.8,2113.4,3791.2,14864.0,2273.1,7907.5,7809.4,7848.1,13220.5,2883.3,8732.0,13795.6,1428.7,2989.2,7949.3,4517.1,6742.5,8089.2,910.6,1393.3,9278.1,5801.4,6596.8,6393.4,11138.8,8668.7,1805.0,9155.1,10328.5,8707.8,7877.8,9908.5,1990.3,5569.2,7109.9,8602.2,5877.3,6236.2,5975.9,8641.6,5940.5,4959.1,13375.7,6393.7,10842.6,10528.0,9731.5,8292.7,15683.1,9750.1,6177.6,1687.9,8302.3,8711.3,2977.7,1165.3,7120.1,687.7,5712.4,7980.0,8153.1,10560.6,3815.4,9628.6,6525.7,5276.6,400.3,9674.5,5943.3,14228.4,1386.9,14927.9,432.8,1885.9,15194.9,12960.4,6784.7,5875.1,2596.9,1121.3,6020.0,3171.0,2352.2,2905.7,8292.1,10556.3,9503.1,1794.7,6044.9,6040.3,8851.8,8247.2,9354.6,8168.2,1444.1,1978.4,6408.7,10374.9,4005.0,3505.0,1789.6,1537.7,3449.3,2073.1,8601.0,7995.4,1794.8,3535.4,3341.9,6875.2,13677.0,1955.8,4048.2,4317.1,7774.2,501.3,3178.7,9984.0,6409.4,3756.0,1559.4,634.2,1395.1,8156.7,9108.8,8254.3,9232.4,7812.6,5062.1,2707.2,12166.4,4928.1,9588.2,9313.4,11415.7,1550.1,1972.8,5421.3,1938.6,7899.9,3676.8,8865.8,7218.6,9208.2,12856.3,5962.7,1212.9,14937.9,17317.0,9526.2,4796.6,5725.0,15393.3,15858.5,7134.8,2071.2,10188.0,563.3,5184.9,4978.4,10669.7,3362.8,9706.6,12502.0,11552.6,11088.8,9486.8,15288.2,914.5,2967.9,8004.7,4597.7,6698.0,1632.8,4364.1,6951.9,7826.8,9697.9,7874.9,8100.9,7822.6,4882.2,8205.9,14783.0,1848.3,6728.5,4516.6,5733.4,1799.7,7872.4,6269.9,9608.6,7825.4,1277.3,1573.9,13563.7,6529.3,10058.2,7567.8,6003.6,2678.9,7730.8,5331.5,8783.4,0.0,1630.3,3176.8,8403.4,4322.5,7510.2,8066.7,11801.0,5906.4,14260.1,15543.7,8420.5,2991.9,2625.5,3684.3,7963.6,13863.9,7900.0,6621.4,1535.8,4903.6,1408.7,7687.3,12286.0,3742.7,14417.8,9126.2,8642.2,14699.4,5506.4,8162.7,8823.3
Switzerland,5119.6,1144.3,2162.4,16392.0,707.6,6497.5,7138.2,7130.4,11833.1,3042.6,8108.2,14691.6,485.5,3232.7,7703.3,4380.6,7545.5,7261.4,1594.2,494.4,9132.1,4195.4,6241.3,7266.0,9992.6,8003.2,807.0,7834.4,9028.6,8577.3,7242.8,10885.3,1436.0,3942.3,5954.1,9507.9,4389.8,7078.0,4529.7,8363.0,4619.1,3611.7,12107.6,7614.8,11416.4,10883.3,9071.8,7406.1,16968.7,9376.5,4547.4,573.0,7999.9,8061.2,2470.5,632.0,5788.8,1054.6,5041.6,7225.7,7639.5,9883.6,2975.2,9435.3,5008.4,4564.7,1723.6,8452.0,5173.3,12691.5,1934.5,16554.4,2016.3,466.0,16182.2,12169.6,5286.2,4303.4,2810.8,510.1,4397.6,1636.2,1400.7,3802.2,7491.4,12056.6,9372.2,855.9,4425.1,4461.0,7888.4,7782.5,9125.8,9355.7,857.9,2601.3,6915.0,11263.8,4148.2,3343.7,1382.8,1222.0,2873.5,649.3,8227.7,9548.6,816.6,3003.5,4321.5,5939.4,15180.7,1106.6,3898.4,5211.0,8739.5,1581.8,2732.4,8699.9,4784.7,2407.7,108.2,1433.3,367.8,9333.4,8232.4,7144.3,9956.2,7866.0,3432.7,1312.3,13796.7,3347.2,8932.6,9579.2,12943.2,1525.8,346.9,6791.7,992.4,7184.8,2120.1,7752.5,8097.4,7795.7,14475.5,6732.9,628.1,16483.6,18760.9,9235.8,3239.5,4182.9,16919.7,17369.8,8637.2,1223.3,11712.3,1519.7,5108.0,5477.6,12006.3,2829.2,9248.4,13855.9,10254.2,10238.4,10684.3,15403.8,973.4,1567.7,7406.9,4464.3,5264.7,1289.0,5920.7,5802.3,7145.1,8070.4,7182.8,7313.9,7148.7,4771.0,7410.2,16338.5,460.2,5168.8,4144.9,4158.0,1046.1,7350.3,4657.6,10327.1,7150.9,883.6,524.8,15109.4,5877.5,8695.9,9041.9,4945.2,1194.6,8047.7,4290.2,7752.4,1630.3,0.0,2893.2,9700.7,5089.1,6452.9,8945.8,12804.7,4292.0,15808.5,17143.2,7587.5,1440.2,2358.3,4204.5,7537.8,15489.7,7268.9,5550.4,1727.2,4807.3,1251.4,8031.3,10873.5,4455.4,16004.6,8336.5,9628.6,16305.7,5080.6,6922.9,7587.5
Syria,2633.8,1793.4,3607.1,16319.6,3336.4,5558.2,9924.7,9892.1,13298.8,791.8,10896.0,11980.1,2473.6,962.2,10595.7,1487.7,5086.2,9947.0,2272.3,3281.2,12025.2,4677.4,9130.5,4917.3,12163.0,10771.3,2088.6,6501.4,10985.8,5714.3,10044.4,8423.3,1464.6,4788.6,4331.1,7039.1,4081.6,9408.8,6564.4,11251.2,3629.9,2948.9,13841.9,5812.5,8614.7,8012.8,11815.3,5191.5,17645.9,12240.2,5456.0,2320.2,10886.9,10836.4,509.6,2538.5,4662.9,3268.1,2570.7,9962.8,10482.4,12591.2,1181.3,12327.3,4726.2,2175.2,2839.7,6833.6,2845.4,13504.7,4389.1,15607.4,3157.4,3328.8,17935.8,9785.6,4865.3,5923.3,916.2,2922.2,5050.3,3992.0,1598.7,6081.5,10188.8,10562.1,12265.2,3743.0,5646.8,6013.2,10428.1,10638.8,12016.1,7310.9,2128.4,5066.0,4210.8,8689.7,1387.2,466.6,4206.8,3988.7,568.9,2428.8,11102.1,8544.2,3705.6,534.4,2734.7,3856.9,15508.3,1791.0,1005.6,3197.1,6394.2,2683.8,307.0,7218.6,5864.4,2283.0,2808.4,2545.6,3144.0,7270.8,5986.8,5341.6,7290.4,4972.8,4657.7,2235.1,13184.7,5092.5,6411.5,12376.0,11468.5,1657.2,2879.7,5469.3,1911.8,9946.5,4268.2,5928.7,5687.5,6749.9,13428.2,4305.1,3291.3,14614.1,16124.3,12118.3,3606.2,4200.5,16686.0,15208.2,7502.2,1685.1,10349.1,3595.8,2214.8,2879.9,10047.1,471.7,12087.1,11777.8,12109.7,12782.0,8553.3,18296.8,2474.4,4180.8,10221.7,1571.5,4566.4,1712.6,5435.3,4177.3,9926.0,8326.4,9957.1,10026.7,9933.5,7641.6,10113.9,16125.1,2487.6,5099.9,1345.7,5781.9,1850.3,4699.8,5928.5,7643.7,9935.2,2212.7,2379.4,13457.4,3365.7,7428.3,7753.3,3191.2,3787.6,5200.3,2586.4,10224.8,3176.8,2893.2,0.0,7848.4,2899.2,4577.3,6479.3,10274.3,4849.5,15769.6,16361.8,10257.4,2702.7,570.2,1885.7,10406.9,14801.1,10071.7,3765.7,1641.1,1914.1,3955.1,10774.9,12374.6,2350.2,14424.5,11013.0,7251.2,15712.9,2335.3,5434.4,6046.4
Taiwan,5261.6,9158.9,11352.2,8590.0,10402.4,11831.9,15346.4,15485.3,18316.8,7194.0,15827.0,5591.7,9247.2,6979.3,14263.8,7024.0,3115.3,15922.6,8109.8,9704.3,14472.5,12424.8,13775.2,3087.6,19063.0,15912.8,9211.5,11587.0,18726.6,6281.3,15305.5,2223.4,8684.5,12616.9,10271.5,2088.2,11553.3,10104.5,14203.8,14689.1,10734.9,10531.6,18222.0,2102.9,4126.8,4755.5,16472.0,9257.8,9918.7,15440.7,13265.7,9327.8,14609.3,15893.2,8323.4,9069.1,11132.7,9075.9,8322.4,15669.9,15158.7,16837.1,8875.4,14747.1,12040.2,8470.3,8122.1,11107.5,8646.7,16884.8,9452.2,7760.3,7975.0,10118.1,10752.3,9561.7,12020.3,13735.2,7287.1,9309.9,12817.7,11315.4,9126.2,9347.3,16016.3,2754.2,14485.3,10175.3,13494.1,13842.0,16844.6,15072.0,14791.5,716.7,8928.5,9594.9,4330.7,2814.1,6578.7,7476.2,10168.1,9928.3,8343.0,9686.6,14976.4,2163.6,10168.1,8233.7,5434.6,9309.0,8173.5,9036.6,7231.8,4690.4,1954.9,8205.0,8154.9,11525.1,13691.9,10129.5,9594.5,8309.8,9649.5,778.5,9312.5,10266.1,2967.7,5607.0,12500.2,9870.5,5659.5,12835.0,8426.3,12980.1,3635.4,8294.2,9938.6,2990.0,9145.5,15517.4,11755.5,10386.6,2571.5,12211.7,5642.2,3708.8,9554.3,6912.2,9064.4,15067.4,11422.4,11826.4,8872.0,7705.8,1944.9,9017.9,2639.1,8888.7,6631.4,5131.6,2307.1,8276.5,15734.4,4155.5,19954.8,17681.7,1200.5,13158.5,8735.4,11258.0,15295.6,6987.3,11566.7,8594.4,4368.3,10212.8,15384.3,15067.7,15444.3,15838.5,15362.5,12176.4,15938.9,8376.2,9580.8,12477.0,7626.2,13588.9,8964.9,7757.4,13775.8,3087.3,15366.1,8846.3,9287.7,5638.2,8235.2,12042.8,1503.8,9676.6,10895.3,4626.4,9523.5,16931.7,8403.4,9700.7,7848.4,0.0,4953.2,9899.6,2261.5,3640.3,12604.7,8145.6,8513.4,16192.4,10367.0,8041.2,5969.0,14797.7,7037.2,15311.2,9819.6,8062.7,6781.4,9790.6,12261.5,18977.0,5539.9,6612.0,16574.0,1708.2,7904.8,7577.1,10904.4,11020.9
Tajikistan,632.8,4308.0,6429.1,13463.6,5732.7,7829.4,12106.3,12129.3,16136.6,2253.7,13045.6,9625.3,4604.2,2037.3,12219.4,2404.0,2466.5,12317.7,3649.9,5263.7,13453.9,7547.3,10913.0,2177.7,14981.4,12972.6,4438.8,8333.3,13856.9,5004.9,12184.8,5797.9,3840.7,7685.3,6313.0,4418.9,6825.7,9475.4,9357.2,12911.3,6173.6,5721.8,16730.2,2919.3,6521.2,6243.2,14042.4,6296.6,14804.4,14037.9,8348.8,4604.7,12587.3,13019.3,3370.2,4501.6,6953.1,4840.1,4125.1,12246.9,12475.6,14871.6,3979.9,13824.0,7416.8,4043.7,3934.4,8339.4,4500.2,15990.2,5691.5,12708.6,3996.4,5550.8,15445.6,9765.7,7490.4,8794.0,2383.4,4836.1,7929.1,6572.2,4231.0,6712.6,12537.8,7664.2,13658.3,5782.0,8545.3,8893.7,12977.4,12567.8,13581.7,4443.3,4239.3,6184.2,2155.0,6180.9,1741.6,2553.7,6016.7,5757.1,3413.6,4899.2,12903.7,5790.2,5759.2,3315.4,1076.3,5488.3,12815.3,4212.6,2428.1,395.5,3661.4,3919.3,3206.2,8798.0,8761.8,5182.2,4981.9,3934.5,5164.7,4407.6,6868.1,6931.7,4934.2,3953.9,7547.2,4966.3,10368.6,7922.4,6708.6,13056.4,8569.4,3568.5,5242.3,2782.9,4332.6,12182.5,6948.6,7377.9,3008.3,8777.5,10539.0,1660.6,5170.6,11803.3,13701.5,13782.2,6497.6,7016.5,13796.1,12508.4,4749.3,4168.0,7461.9,4885.8,2418.2,957.8,7186.4,3339.5,14019.2,8971.6,15004.5,15318.7,5727.3,17658.2,4228.5,6629.6,12319.6,2406.7,7107.0,3836.7,3427.7,6191.9,12120.6,10951.2,12165.6,12352.6,12118.8,9171.6,12453.8,13259.3,4846.3,7828.0,2977.0,8649.5,4174.6,5087.3,8826.9,5310.8,12121.4,4207.7,4597.5,10581.7,4509.4,9173.7,4933.1,5346.2,6234.1,3562.0,4958.5,12836.7,4322.5,5089.1,2899.2,4953.2,0.0,6257.2,3857.6,7715.9,7723.2,12953.8,13464.8,12648.0,5462.2,3104.5,1015.8,12281.3,11922.8,12208.0,5737.8,3362.0,2377.1,5655.3,11489.7,15246.1,634.9,11554.2,13383.5,4549.2,12822.8,3408.0,7312.6,7765.9
Tanzania,5644.0,5472.4,5218.6,16439.2,6379.2,1946.1,11074.8,10931.6,10311.8,5246.1,11779.1,10602.9,6295.3,5311.9,12558.5,3958.2,6878.8,10655.7,6689.7,6947.3,13770.8,4007.8,11296.0,7048.7,10719.2,11589.1,5831.7,2078.5,9503.2,4091.4,11241.9,8954.0,5520.2,4528.6,643.1,8031.8,2927.5,13524.4,6944.2,12919.2,2112.2,3000.0,11066.4,8593.8,7796.2,6827.6,12192.9,1159.8,16562.3,13271.1,4746.1,6030.1,12619.2,11670.7,4595.4,6502.4,1478.2,7321.5,2185.3,10872.8,11825.8,12544.5,3698.4,13832.3,2876.3,2443.5,7256.1,2259.8,1824.6,9758.9,8373.6,15369.0,7613.7,6664.4,17303.5,5749.0,2657.5,5965.3,5459.1,6790.9,4289.7,6305.8,5208.5,10238.5,10869.8,12330.6,13965.6,7171.1,5262.7,5896.3,10499.0,12049.8,13541.2,9183.9,6120.7,9052.3,5667.3,8795.5,4733.4,4479.2,7759.8,7654.3,4140.4,5804.1,12579.3,11628.0,7128.3,4091.8,6792.3,777.6,17194.6,5605.1,4172.1,6652.3,7945.7,7073.3,4453.0,2665.7,5122.5,4090.1,6434.1,6896.3,6817.6,9122.7,1889.0,764.3,7547.0,4389.9,5028.3,5150.8,15206.3,5851.3,2894.9,15096.7,12931.5,5991.8,6200.7,8957.3,5657.3,10970.7,6137.9,1362.2,7353.9,2542.0,14654.5,6532.1,7065.6,13857.5,13377.0,13434.5,3964.7,3373.1,16110.5,13652.2,10688.4,5478.7,12400.5,7763.7,3845.4,5480.7,11174.6,4241.0,12939.3,12032.7,10075.3,12071.8,9838.0,16075.9,6630.6,6731.2,11446.8,3928.1,2223.6,5877.4,9607.4,741.4,11047.9,5180.1,11038.6,10817.4,11072.9,10611.2,10842.2,16303.1,6010.9,3223.8,3525.3,5915.6,5751.9,2290.4,5433.0,7706.5,11072.2,6274.9,6143.1,13711.5,1789.7,2955.0,10683.6,1517.8,6519.7,5331.9,2188.7,10167.5,7510.2,6452.9,4577.3,9899.6,6257.2,0.0,7686.3,10001.8,4127.8,16611.0,15539.1,10813.3,5195.2,5018.9,5627.7,11999.4,15637.3,11268.5,903.5,6075.8,3887.6,7700.9,13980.1,9697.8,6091.6,14224.5,11360.3,8412.3,15844.4,2852.4,1075.0,1530.9
Thailand,3885.8,8106.9,10080.5,10325.8,9579.1,9630.8,15853.7,15907.6,17093.1,6006.7,16712.9,5775.7,8460.5,5795.5,15475.5,5323.8,1409.9,16150.8,7485.2,9114.2,16204.3,10652.2,14461.2,1688.1,18384.9,16686.9,8273.6,9325.5,17119.4,4041.5,15901.9,1956.6,7653.8,10957.4,8103.2,565.5,9650.9,11627.8,13033.7,16086.5,8757.4,8751.3,17690.2,2237.7,2956.3,3133.6,17686.0,6999.3,11575.3,17123.8,11536.4,8450.7,15865.7,16716.0,6988.0,8358.3,8991.0,8645.8,6310.5,16045.4,16057.4,18448.6,7296.2,16550.5,10045.3,6542.3,7702.0,8857.0,6598.0,15663.3,9367.8,9326.7,7689.3,9408.1,12571.4,7861.5,9975.7,12307.8,6188.2,8687.1,11047.9,10387.6,7991.6,9912.7,16358.4,4717.7,16295.6,9630.9,11880.0,12364.8,16833.7,16081.6,16478.3,1556.5,8093.4,9737.5,2385.7,2327.2,5097.5,6038.2,9824.8,9565.1,6867.7,8721.8,16241.0,4316.5,9609.7,6736.9,4732.6,7144.1,10148.2,8029.5,5650.5,3773.8,469.1,7716.9,6765.9,9282.7,11982.2,8639.7,8838.8,7756.2,9018.8,1494.5,7059.0,8015.4,1294.2,3348.7,11011.4,8694.8,7688.0,11550.3,6213.5,14946.5,5471.3,7422.5,9087.9,3446.8,8153.0,15958.2,10723.6,8125.0,853.7,9951.2,7463.5,2220.6,9012.5,8146.5,9854.0,16754.8,9790.5,9989.5,10493.4,8742.0,3731.5,7970.5,4729.4,8621.8,4779.2,3599.9,3771.2,6828.1,17297.6,5332.6,17719.1,19154.9,2264.6,14905.0,8078.6,10475.9,15998.7,5267.3,9506.6,7682.9,5080.3,8060.5,15875.1,12822.7,15926.3,16167.6,15867.8,12687.5,16272.4,10105.3,8687.2,10480.9,5886.8,12176.9,8006.9,5502.9,12151.5,1635.5,15870.9,8065.1,8449.2,7104.1,6096.1,9797.2,3460.6,7640.8,10077.7,2371.8,7605.2,16676.5,8066.7,8945.8,6479.3,2261.5,3857.6,7686.3,0.0,3863.1,10831.4,9985.1,10022.2,16482.5,9176.0,6831.5,4771.0,15776.0,8818.3,15921.1,7696.9,7218.9,4993.2,9452.2,13888.0,17037.2,4490.5,8031.4,17191.5,808.8,9582.2,5609.2,8665.4,8760.9
Timor-Leste,7735.8,11958.4,13812.0,7001.7,13442.1,11744.7,18613.3,18799.0,14680.7,9857.9,18271.2,2005.5,12320.0,9649.3,16989.4,8977.1,5270.5,19274.2,11309.5,12948.5,16215.5,13822.5,17195.6,5538.7,17041.4,18463.1,12135.4,10764.3,17435.5,5944.1,18480.8,1920.7,11511.3,14263.3,10598.5,3298.9,12701.4,13100.6,16655.1,16963.8,11749.6,12089.4,14753.7,5442.4,2205.6,3178.0,17771.7,8938.3,8061.9,16797.2,14669.4,12313.8,17146.3,18383.4,10783.0,12208.4,11479.9,12426.8,9479.4,18962.3,17993.3,17126.7,10941.5,16220.3,12846.2,9842.1,11464.8,9999.1,9655.9,13263.2,12990.4,5876.2,11393.8,13265.0,9181.1,6861.4,12653.9,15754.4,10047.9,12524.3,14176.4,14237.4,11828.7,12979.9,19144.7,3245.4,16055.1,13459.9,15142.8,15745.7,19342.4,17786.0,16487.9,3684.0,11954.8,13205.2,6067.2,1584.8,8888.1,9817.4,13589.3,13333.9,10600.4,12579.8,17340.5,5159.4,13441.9,10462.2,8532.7,9778.3,7271.8,11887.3,9369.9,7604.3,4072.1,11504.5,10544.9,10247.7,15084.4,12289.2,12697.3,11565.0,12860.7,3685.4,8536.6,9946.8,3007.1,5977.5,14516.6,12508.7,5344.6,15199.1,7407.9,14647.6,3291.2,11283.9,12951.0,6544.0,12011.4,18796.6,14542.5,9725.4,4708.0,11365.6,4659.1,6082.8,12833.8,4479.2,5990.9,16627.0,13235.1,13124.0,7014.7,4937.9,5451.7,11823.8,3616.3,12333.0,8328.2,7422.0,2061.4,10576.8,17119.8,2030.9,16400.8,16976.7,2445.1,11274.6,11916.8,14338.8,18337.6,8908.0,12202.0,11545.9,8005.4,10628.7,18656.4,13987.1,18703.6,19104.3,18625.8,15780.3,19136.1,6791.5,12549.9,13220.7,9472.6,15655.2,11868.5,7768.4,15362.4,2680.4,18628.8,11922.2,12311.6,3782.4,8959.9,10721.8,4961.3,10618.0,13940.3,5319.1,10826.8,19426.0,11801.0,12804.7,10274.3,3640.3,7715.9,10001.8,3863.1,0.0,13979.9,6855.5,6461.5,19245.7,12973.9,10668.0,8631.3,17670.7,5723.1,18467.2,10419.7,11077.6,8591.3,13209.1,14813.0,15420.1,8350.2,4538.3,18649.9,3185.5,6245.6,8928.6,10638.3,10381.4
